Ref_Date,GEO,Geographical classification,DON,Vector,Coordinate,Value
2011,Alberta,,"Percentage of persons with total income $75,000 and over",v16943960,32.26,21
2012,Alberta,,"Percentage of persons with total income $75,000 and over",v16943960,32.26,23
2011,Alberta,,"Percentage of persons with total income $100,000 and over",v16943961,32.27,12
2012,Alberta,,"Percentage of persons with total income $100,000 and over",v16943961,32.27,13
2011,Alberta,,"Median total income, males (dollars)",v16943962,32.28,49780
2012,Alberta,,"Median total income, males (dollars)",v16943962,32.28,52120
2011,Alberta,,"Median total income, females (dollars)",v16943963,32.29,28170
2012,Alberta,,"Median total income, females (dollars)",v16943963,32.29,29510
2011,Alberta,,"Median total income, both sexes (dollars)",v16943964,32.3,37350
2012,Alberta,,"Median total income, both sexes (dollars)",v16943964,32.3,39190
2011,Alberta,,Canadian index of median total income,v16943965,32.31,123.8
2012,Alberta,,Canadian index of median total income,v16943965,32.31,125.1
2011,Alberta,,Provincial index of median total income,v16943966,32.32,100
2012,Alberta,,Provincial index of median total income,v16943966,32.32,100
2011,Alberta,,Number of persons reporting employment income and/or Employment Insurance,v16943968,32.34,2192210
2012,Alberta,,Number of persons reporting employment income and/or Employment Insurance,v16943968,32.34,2262500
2011,Alberta,,Percentage of females reporting employment income and/or Employment Insurance,v16943969,32.35,47
2012,Alberta,,Percentage of females reporting employment income and/or Employment Insurance,v16943969,32.35,47
2011,Alberta,,Percentage of persons with labour income receiving Employment Insurance,v16943970,32.36,9
2012,Alberta,,Percentage of persons with labour income receiving Employment Insurance,v16943970,32.36,8
2011,Alberta,,"Median employment income, males (dollars)",v16943971,32.37,50140
2012,Alberta,,"Median employment income, males (dollars)",v16943971,32.37,52650
2011,Alberta,,"Median employment income, females (dollars)",v16943972,32.38,29150
2012,Alberta,,"Median employment income, females (dollars)",v16943972,32.38,30390
2011,Alberta,,"Median employment income, both sexes (dollars)",v16943973,32.39,38560
2012,Alberta,,"Median employment income, both sexes (dollars)",v16943973,32.39,40460
2011,Alberta,,Number of persons reporting Canada Child Tax Benefits,v16943974,32.4,407350
2012,Alberta,,Number of persons reporting Canada Child Tax Benefits,v16943974,32.4,415520
2011,Alberta,,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16943975,32.41,1375540
2012,Alberta,,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16943975,32.41,1426670
2011,"Medicine Hat, Alberta",48805,Number of taxfilers,v61488476,135.1,56120
2012,"Medicine Hat, Alberta",48805,Number of taxfilers,v61488476,135.1,57080
2011,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 0 to 24 years,v61488477,135.3,13
2012,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 0 to 24 years,v61488477,135.3,13
2011,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 25 to 44 years,v61488478,135.4,34
2012,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 25 to 44 years,v61488478,135.4,34
2011,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 45 to 64 years,v61488479,135.5,34
2012,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 45 to 64 years,v61488479,135.5,34
2011,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 65 years and over,v61488480,135.6,19
2012,"Medicine Hat, Alberta",48805,Percentage of taxfilers aged 65 years and over,v61488480,135.6,19
2011,"Medicine Hat, Alberta",48805,Average age of taxfilers (years),v61488481,135.7,47
2012,"Medicine Hat, Alberta",48805,Average age of taxfilers (years),v61488481,135.7,47
2011,"Medicine Hat, Alberta",48805,"Percentage of taxfilers, female",v61488482,135.8,52
2012,"Medicine Hat, Alberta",48805,"Percentage of taxfilers, female",v61488482,135.8,51
2011,"Medicine Hat, Alberta",48805,"Percentage of taxfilers, married",v61488483,135.9,53
2012,"Medicine Hat, Alberta",48805,"Percentage of taxfilers, married",v61488483,135.9,53
2011,"Medicine Hat, Alberta",48805,Percentage of taxfilers in apartments,v61488484,135.1,5
2012,"Medicine Hat, Alberta",48805,Percentage of taxfilers in apartments,v61488484,135.1,5
2011,"Medicine Hat, Alberta",48805,Number of persons,v61488485,135.11,72830
2012,"Medicine Hat, Alberta",48805,Number of persons,v61488485,135.11,74090
2011,"Medicine Hat, Alberta",48805,Percentage of persons aged 0 to 24 years,v61488486,135.13,32
2012,"Medicine Hat, Alberta",48805,Percentage of persons aged 0 to 24 years,v61488486,135.13,32
2011,"Medicine Hat, Alberta",48805,Percentage of persons aged 25 to 44 years,v61488487,135.14,27
2012,"Medicine Hat, Alberta",48805,Percentage of persons aged 25 to 44 years,v61488487,135.14,27
2011,"Medicine Hat, Alberta",48805,Percentage of persons aged 45 to 64 years,v61488488,135.15,27
2012,"Medicine Hat, Alberta",48805,Percentage of persons aged 45 to 64 years,v61488488,135.15,27
2011,"Medicine Hat, Alberta",48805,Percentage of persons aged 65 years and over,v61488489,135.16,15
2012,"Medicine Hat, Alberta",48805,Percentage of persons aged 65 years and over,v61488489,135.16,15
2011,"Medicine Hat, Alberta",48805,Average age of persons (years),v61488490,135.17,39
2012,"Medicine Hat, Alberta",48805,Average age of persons (years),v61488490,135.17,39
2011,"Medicine Hat, Alberta",48805,"Percentage of persons, female",v61488491,135.18,51
2012,"Medicine Hat, Alberta",48805,"Percentage of persons, female",v61488491,135.18,51
2011,"Medicine Hat, Alberta",48805,"Percentage of persons, married",v61488492,135.19,42
2012,"Medicine Hat, Alberta",48805,"Percentage of persons, married",v61488492,135.19,42
2011,"Medicine Hat, Alberta",48805,Percentage of persons in apartments,v61488493,135.2,4
2012,"Medicine Hat, Alberta",48805,Percentage of persons in apartments,v61488493,135.2,4
2011,"Medicine Hat, Alberta",48805,Number of persons with total income,v61488494,135.21,55570
2012,"Medicine Hat, Alberta",48805,Number of persons with total income,v61488494,135.21,56560
2011,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $15,000 and over",v61488495,135.22,80
2012,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $15,000 and over",v61488495,135.22,82
2011,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $25,000 and over",v61488496,135.23,61
2012,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $25,000 and over",v61488496,135.23,63
2011,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $35,000 and over",v61488497,135.24,48
2012,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $35,000 and over",v61488497,135.24,50
2011,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $50,000 and over",v61488498,135.25,33
2012,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $50,000 and over",v61488498,135.25,35
2011,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $75,000 and over",v61488499,135.26,17
2012,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $75,000 and over",v61488499,135.26,19
2011,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $100,000 and over",v61488500,135.27,9
2012,"Medicine Hat, Alberta",48805,"Percentage of persons with total income $100,000 and over",v61488500,135.27,10
2011,"Medicine Hat, Alberta",48805,"Median total income, males (dollars)",v61488501,135.28,47950
2012,"Medicine Hat, Alberta",48805,"Median total income, males (dollars)",v61488501,135.28,49850
2011,"Medicine Hat, Alberta",48805,"Median total income, females (dollars)",v61488502,135.29,24690
2012,"Medicine Hat, Alberta",48805,"Median total income, females (dollars)",v61488502,135.29,25590
2011,"Medicine Hat, Alberta",48805,"Median total income, both sexes (dollars)",v61488503,135.3,33640
2012,"Medicine Hat, Alberta",48805,"Median total income, both sexes (dollars)",v61488503,135.3,35020
2011,"Medicine Hat, Alberta",48805,Canadian index of median total income,v61488504,135.31,111.5
2012,"Medicine Hat, Alberta",48805,Canadian index of median total income,v61488504,135.31,111.8
2011,"Medicine Hat, Alberta",48805,Provincial index of median total income,v61488505,135.32,90.1
2012,"Medicine Hat, Alberta",48805,Provincial index of median total income,v61488505,135.32,89.4
2011,"Medicine Hat, Alberta",48805,Number of persons reporting employment income and/or Employment Insurance,v61488506,135.34,42430
2012,"Medicine Hat, Alberta",48805,Number of persons reporting employment income and/or Employment Insurance,v61488506,135.34,43080
2011,"Medicine Hat, Alberta",48805,Percentage of females reporting employment income and/or Employment Insurance,v61488507,135.35,48
2012,"Medicine Hat, Alberta",48805,Percentage of females reporting employment income and/or Employment Insurance,v61488507,135.35,48
2011,"Medicine Hat, Alberta",48805,Percentage of persons with labour income receiving Employment Insurance,v61488508,135.36,11
2012,"Medicine Hat, Alberta",48805,Percentage of persons with labour income receiving Employment Insurance,v61488508,135.36,10
2011,"Medicine Hat, Alberta",48805,"Median employment income, males (dollars)",v61488509,135.37,48300
2012,"Medicine Hat, Alberta",48805,"Median employment income, males (dollars)",v61488509,135.37,49850
2011,"Medicine Hat, Alberta",48805,"Median employment income, females (dollars)",v61488510,135.38,23770
2012,"Medicine Hat, Alberta",48805,"Median employment income, females (dollars)",v61488510,135.38,24640
2011,"Medicine Hat, Alberta",48805,"Median employment income, both sexes (dollars)",v61488511,135.39,33690
2012,"Medicine Hat, Alberta",48805,"Median employment income, both sexes (dollars)",v61488511,135.39,35070
2011,"Medicine Hat, Alberta",48805,Number of persons reporting Canada Child Tax Benefits,v61488512,135.4,8270
2012,"Medicine Hat, Alberta",48805,Number of persons reporting Canada Child Tax Benefits,v61488512,135.4,8250
2011,"Medicine Hat, Alberta",48805,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488513,135.41,28690
2012,"Medicine Hat, Alberta",48805,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488513,135.41,29855
2011,"Brooks, Alberta",48806,Number of taxfilers,v61488514,136.1,17380
2012,"Brooks, Alberta",48806,Number of taxfilers,v61488514,136.1,17770
2011,"Brooks, Alberta",48806,Percentage of taxfilers aged 0 to 24 years,v61488515,136.3,13
2012,"Brooks, Alberta",48806,Percentage of taxfilers aged 0 to 24 years,v61488515,136.3,14
2011,"Brooks, Alberta",48806,Percentage of taxfilers aged 25 to 44 years,v61488516,136.4,43
2012,"Brooks, Alberta",48806,Percentage of taxfilers aged 25 to 44 years,v61488516,136.4,42
2011,"Brooks, Alberta",48806,Percentage of taxfilers aged 45 to 64 years,v61488517,136.5,31
2012,"Brooks, Alberta",48806,Percentage of taxfilers aged 45 to 64 years,v61488517,136.5,30
2011,"Brooks, Alberta",48806,Percentage of taxfilers aged 65 years and over,v61488518,136.6,13
2012,"Brooks, Alberta",48806,Percentage of taxfilers aged 65 years and over,v61488518,136.6,13
2011,"Brooks, Alberta",48806,Average age of taxfilers (years),v61488519,136.7,44
2012,"Brooks, Alberta",48806,Average age of taxfilers (years),v61488519,136.7,44
2011,"Brooks, Alberta",48806,"Percentage of taxfilers, female",v61488520,136.8,48
2012,"Brooks, Alberta",48806,"Percentage of taxfilers, female",v61488520,136.8,48
2011,"Brooks, Alberta",48806,"Percentage of taxfilers, married",v61488521,136.9,57
2012,"Brooks, Alberta",48806,"Percentage of taxfilers, married",v61488521,136.9,57
2011,"Brooks, Alberta",48806,Percentage of taxfilers in apartments,v61488522,136.1,2
2012,"Brooks, Alberta",48806,Percentage of taxfilers in apartments,v61488522,136.1,2
2011,"Brooks, Alberta",48806,Number of persons,v61488523,136.11,24290
2012,"Brooks, Alberta",48806,Number of persons,v61488523,136.11,24890
2011,"Brooks, Alberta",48806,Percentage of persons aged 0 to 24 years,v61488524,136.13,35
2012,"Brooks, Alberta",48806,Percentage of persons aged 0 to 24 years,v61488524,136.13,37
2011,"Brooks, Alberta",48806,Percentage of persons aged 25 to 44 years,v61488525,136.14,33
2012,"Brooks, Alberta",48806,Percentage of persons aged 25 to 44 years,v61488525,136.14,32
2011,"Brooks, Alberta",48806,Percentage of persons aged 45 to 64 years,v61488526,136.15,23
2012,"Brooks, Alberta",48806,Percentage of persons aged 45 to 64 years,v61488526,136.15,22
2011,"Brooks, Alberta",48806,Percentage of persons aged 65 years and over,v61488527,136.16,9
2012,"Brooks, Alberta",48806,Percentage of persons aged 65 years and over,v61488527,136.16,10
2011,"Brooks, Alberta",48806,Average age of persons (years),v61488528,136.17,34
2012,"Brooks, Alberta",48806,Average age of persons (years),v61488528,136.17,34
2011,"Brooks, Alberta",48806,"Percentage of persons, female",v61488529,136.18,49
2012,"Brooks, Alberta",48806,"Percentage of persons, female",v61488529,136.18,49
2011,"Brooks, Alberta",48806,"Percentage of persons, married",v61488530,136.19,43
2012,"Brooks, Alberta",48806,"Percentage of persons, married",v61488530,136.19,42
2011,"Brooks, Alberta",48806,Percentage of persons in apartments,v61488531,136.2,1
2012,"Brooks, Alberta",48806,Percentage of persons in apartments,v61488531,136.2,1
2011,"Brooks, Alberta",48806,Number of persons with total income,v61488532,136.21,17140
2012,"Brooks, Alberta",48806,Number of persons with total income,v61488532,136.21,17620
2011,"Brooks, Alberta",48806,"Percentage of persons with total income $15,000 and over",v61488533,136.22,81
2012,"Brooks, Alberta",48806,"Percentage of persons with total income $15,000 and over",v61488533,136.22,82
2011,"Brooks, Alberta",48806,"Percentage of persons with total income $25,000 and over",v61488534,136.23,66
2012,"Brooks, Alberta",48806,"Percentage of persons with total income $25,000 and over",v61488534,136.23,66
2011,"Brooks, Alberta",48806,"Percentage of persons with total income $35,000 and over",v61488535,136.24,53
2012,"Brooks, Alberta",48806,"Percentage of persons with total income $35,000 and over",v61488535,136.24,54
2011,"Brooks, Alberta",48806,"Percentage of persons with total income $50,000 and over",v61488536,136.25,33
2012,"Brooks, Alberta",48806,"Percentage of persons with total income $50,000 and over",v61488536,136.25,34
2011,"Brooks, Alberta",48806,"Percentage of persons with total income $75,000 and over",v61488537,136.26,17
2012,"Brooks, Alberta",48806,"Percentage of persons with total income $75,000 and over",v61488537,136.26,18
2011,"Brooks, Alberta",48806,"Percentage of persons with total income $100,000 and over",v61488538,136.27,8
2012,"Brooks, Alberta",48806,"Percentage of persons with total income $100,000 and over",v61488538,136.27,9
2011,"Brooks, Alberta",48806,"Median total income, males (dollars)",v61488539,136.28,46950
2012,"Brooks, Alberta",48806,"Median total income, males (dollars)",v61488539,136.28,48230
2011,"Brooks, Alberta",48806,"Median total income, females (dollars)",v61488540,136.29,26080
2012,"Brooks, Alberta",48806,"Median total income, females (dollars)",v61488540,136.29,26660
2011,"Brooks, Alberta",48806,"Median total income, both sexes (dollars)",v61488541,136.3,37500
2012,"Brooks, Alberta",48806,"Median total income, both sexes (dollars)",v61488541,136.3,37660
2011,"Brooks, Alberta",48806,Canadian index of median total income,v61488542,136.31,124.3
2012,"Brooks, Alberta",48806,Canadian index of median total income,v61488542,136.31,120.2
2011,"Brooks, Alberta",48806,Provincial index of median total income,v61488543,136.32,100.4
2012,"Brooks, Alberta",48806,Provincial index of median total income,v61488543,136.32,96.1
2011,"Brooks, Alberta",48806,Number of persons reporting employment income and/or Employment Insurance,v61488544,136.34,14460
2012,"Brooks, Alberta",48806,Number of persons reporting employment income and/or Employment Insurance,v61488544,136.34,14840
2011,"Brooks, Alberta",48806,Percentage of females reporting employment income and/or Employment Insurance,v61488545,136.35,44
2012,"Brooks, Alberta",48806,Percentage of females reporting employment income and/or Employment Insurance,v61488545,136.35,44
2011,"Brooks, Alberta",48806,Percentage of persons with labour income receiving Employment Insurance,v61488546,136.36,9
2012,"Brooks, Alberta",48806,Percentage of persons with labour income receiving Employment Insurance,v61488546,136.36,12
2011,"Brooks, Alberta",48806,"Median employment income, males (dollars)",v61488547,136.37,45540
2012,"Brooks, Alberta",48806,"Median employment income, males (dollars)",v61488547,136.37,46110
2011,"Brooks, Alberta",48806,"Median employment income, females (dollars)",v61488548,136.38,24560
2012,"Brooks, Alberta",48806,"Median employment income, females (dollars)",v61488548,136.38,24580
2011,"Brooks, Alberta",48806,"Median employment income, both sexes (dollars)",v61488549,136.39,36950
2012,"Brooks, Alberta",48806,"Median employment income, both sexes (dollars)",v61488549,136.39,36620
2011,"Brooks, Alberta",48806,Number of persons reporting Canada Child Tax Benefits,v61488550,136.4,2960
2012,"Brooks, Alberta",48806,Number of persons reporting Canada Child Tax Benefits,v61488550,136.4,3130
2011,"Brooks, Alberta",48806,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488551,136.41,10580
2012,"Brooks, Alberta",48806,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488551,136.41,11770
2011,"Lethbridge, Alberta",48810,Number of taxfilers,v61488552,137.1,85620
2012,"Lethbridge, Alberta",48810,Number of taxfilers,v61488552,137.1,84650
2011,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 0 to 24 years,v61488553,137.3,16
2012,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 0 to 24 years,v61488553,137.3,15
2011,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 25 to 44 years,v61488554,137.4,34
2012,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 25 to 44 years,v61488554,137.4,35
2011,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 45 to 64 years,v61488555,137.5,31
2012,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 45 to 64 years,v61488555,137.5,32
2011,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 65 years and over,v61488556,137.6,18
2012,"Lethbridge, Alberta",48810,Percentage of taxfilers aged 65 years and over,v61488556,137.6,19
2011,"Lethbridge, Alberta",48810,Average age of taxfilers (years),v61488557,137.7,45
2012,"Lethbridge, Alberta",48810,Average age of taxfilers (years),v61488557,137.7,46
2011,"Lethbridge, Alberta",48810,"Percentage of taxfilers, female",v61488558,137.8,52
2012,"Lethbridge, Alberta",48810,"Percentage of taxfilers, female",v61488558,137.8,52
2011,"Lethbridge, Alberta",48810,"Percentage of taxfilers, married",v61488559,137.9,54
2012,"Lethbridge, Alberta",48810,"Percentage of taxfilers, married",v61488559,137.9,54
2011,"Lethbridge, Alberta",48810,Percentage of taxfilers in apartments,v61488560,137.1,4
2012,"Lethbridge, Alberta",48810,Percentage of taxfilers in apartments,v61488560,137.1,4
2011,"Lethbridge, Alberta",48810,Number of persons,v61488561,137.11,113110
2012,"Lethbridge, Alberta",48810,Number of persons,v61488561,137.11,111430
2011,"Lethbridge, Alberta",48810,Percentage of persons aged 0 to 24 years,v61488562,137.13,36
2012,"Lethbridge, Alberta",48810,Percentage of persons aged 0 to 24 years,v61488562,137.13,35
2011,"Lethbridge, Alberta",48810,Percentage of persons aged 25 to 44 years,v61488563,137.14,26
2012,"Lethbridge, Alberta",48810,Percentage of persons aged 25 to 44 years,v61488563,137.14,27
2011,"Lethbridge, Alberta",48810,Percentage of persons aged 45 to 64 years,v61488564,137.15,24
2012,"Lethbridge, Alberta",48810,Percentage of persons aged 45 to 64 years,v61488564,137.15,24
2011,"Lethbridge, Alberta",48810,Percentage of persons aged 65 years and over,v61488565,137.16,14
2012,"Lethbridge, Alberta",48810,Percentage of persons aged 65 years and over,v61488565,137.16,15
2011,"Lethbridge, Alberta",48810,Average age of persons (years),v61488566,137.17,37
2012,"Lethbridge, Alberta",48810,Average age of persons (years),v61488566,137.17,37
2011,"Lethbridge, Alberta",48810,"Percentage of persons, female",v61488567,137.18,51
2012,"Lethbridge, Alberta",48810,"Percentage of persons, female",v61488567,137.18,51
2011,"Lethbridge, Alberta",48810,"Percentage of persons, married",v61488568,137.19,41
2012,"Lethbridge, Alberta",48810,"Percentage of persons, married",v61488568,137.19,42
2011,"Lethbridge, Alberta",48810,Percentage of persons in apartments,v61488569,137.2,3
2012,"Lethbridge, Alberta",48810,Percentage of persons in apartments,v61488569,137.2,3
2011,"Lethbridge, Alberta",48810,Number of persons with total income,v61488570,137.21,84790
2012,"Lethbridge, Alberta",48810,Number of persons with total income,v61488570,137.21,83770
2011,"Lethbridge, Alberta",48810,"Percentage of persons with total income $15,000 and over",v61488571,137.22,77
2012,"Lethbridge, Alberta",48810,"Percentage of persons with total income $15,000 and over",v61488571,137.22,80
2011,"Lethbridge, Alberta",48810,"Percentage of persons with total income $25,000 and over",v61488572,137.23,58
2012,"Lethbridge, Alberta",48810,"Percentage of persons with total income $25,000 and over",v61488572,137.23,61
2011,"Lethbridge, Alberta",48810,"Percentage of persons with total income $35,000 and over",v61488573,137.24,44
2012,"Lethbridge, Alberta",48810,"Percentage of persons with total income $35,000 and over",v61488573,137.24,47
2011,"Lethbridge, Alberta",48810,"Percentage of persons with total income $50,000 and over",v61488574,137.25,28
2012,"Lethbridge, Alberta",48810,"Percentage of persons with total income $50,000 and over",v61488574,137.25,30
2011,"Lethbridge, Alberta",48810,"Percentage of persons with total income $75,000 and over",v61488575,137.26,13
2012,"Lethbridge, Alberta",48810,"Percentage of persons with total income $75,000 and over",v61488575,137.26,14
2011,"Lethbridge, Alberta",48810,"Percentage of persons with total income $100,000 and over",v61488576,137.27,6
2012,"Lethbridge, Alberta",48810,"Percentage of persons with total income $100,000 and over",v61488576,137.27,7
2011,"Lethbridge, Alberta",48810,"Median total income, males (dollars)",v61488577,137.28,39110
2012,"Lethbridge, Alberta",48810,"Median total income, males (dollars)",v61488577,137.28,42100
2011,"Lethbridge, Alberta",48810,"Median total income, females (dollars)",v61488578,137.29,24550
2012,"Lethbridge, Alberta",48810,"Median total income, females (dollars)",v61488578,137.29,26220
2011,"Lethbridge, Alberta",48810,"Median total income, both sexes (dollars)",v61488579,137.3,30240
2012,"Lethbridge, Alberta",48810,"Median total income, both sexes (dollars)",v61488579,137.3,32900
2011,"Lethbridge, Alberta",48810,Canadian index of median total income,v61488580,137.31,100.2
2012,"Lethbridge, Alberta",48810,Canadian index of median total income,v61488580,137.31,105
2011,"Lethbridge, Alberta",48810,Provincial index of median total income,v61488581,137.32,81
2012,"Lethbridge, Alberta",48810,Provincial index of median total income,v61488581,137.32,83.9
2011,"Lethbridge, Alberta",48810,Number of persons reporting employment income and/or Employment Insurance,v61488582,137.34,66300
2012,"Lethbridge, Alberta",48810,Number of persons reporting employment income and/or Employment Insurance,v61488582,137.34,65180
2011,"Lethbridge, Alberta",48810,Percentage of females reporting employment income and/or Employment Insurance,v61488583,137.35,49
2012,"Lethbridge, Alberta",48810,Percentage of females reporting employment income and/or Employment Insurance,v61488583,137.35,49
2011,"Lethbridge, Alberta",48810,Percentage of persons with labour income receiving Employment Insurance,v61488584,137.36,9
2012,"Lethbridge, Alberta",48810,Percentage of persons with labour income receiving Employment Insurance,v61488584,137.36,8
2011,"Lethbridge, Alberta",48810,"Median employment income, males (dollars)",v61488585,137.37,37770
2012,"Lethbridge, Alberta",48810,"Median employment income, males (dollars)",v61488585,137.37,41030
2011,"Lethbridge, Alberta",48810,"Median employment income, females (dollars)",v61488586,137.38,23250
2012,"Lethbridge, Alberta",48810,"Median employment income, females (dollars)",v61488586,137.38,25300
2011,"Lethbridge, Alberta",48810,"Median employment income, both sexes (dollars)",v61488587,137.39,29450
2012,"Lethbridge, Alberta",48810,"Median employment income, both sexes (dollars)",v61488587,137.39,32340
2011,"Lethbridge, Alberta",48810,Number of persons reporting Canada Child Tax Benefits,v61488588,137.4,12700
2012,"Lethbridge, Alberta",48810,Number of persons reporting Canada Child Tax Benefits,v61488588,137.4,12510
2011,"Lethbridge, Alberta",48810,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488589,137.41,53865
2012,"Lethbridge, Alberta",48810,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488589,137.41,51775
2011,"Okotoks, Alberta",48820,Number of taxfilers,v61488590,138.1,21140
2012,"Okotoks, Alberta",48820,Number of taxfilers,v61488590,138.1,22070
2011,"Okotoks, Alberta",48820,Percentage of taxfilers aged 0 to 24 years,v61488591,138.3,14
2012,"Okotoks, Alberta",48820,Percentage of taxfilers aged 0 to 24 years,v61488591,138.3,14
2011,"Okotoks, Alberta",48820,Percentage of taxfilers aged 25 to 44 years,v61488592,138.4,39
2012,"Okotoks, Alberta",48820,Percentage of taxfilers aged 25 to 44 years,v61488592,138.4,39
2011,"Okotoks, Alberta",48820,Percentage of taxfilers aged 45 to 64 years,v61488593,138.5,35
2012,"Okotoks, Alberta",48820,Percentage of taxfilers aged 45 to 64 years,v61488593,138.5,35
2011,"Okotoks, Alberta",48820,Percentage of taxfilers aged 65 years and over,v61488594,138.6,12
2012,"Okotoks, Alberta",48820,Percentage of taxfilers aged 65 years and over,v61488594,138.6,13
2011,"Okotoks, Alberta",48820,Average age of taxfilers (years),v61488595,138.7,44
2012,"Okotoks, Alberta",48820,Average age of taxfilers (years),v61488595,138.7,44
2011,"Okotoks, Alberta",48820,"Percentage of taxfilers, female",v61488596,138.8,51
2012,"Okotoks, Alberta",48820,"Percentage of taxfilers, female",v61488596,138.8,51
2011,"Okotoks, Alberta",48820,"Percentage of taxfilers, married",v61488597,138.9,62
2012,"Okotoks, Alberta",48820,"Percentage of taxfilers, married",v61488597,138.9,61
2011,"Okotoks, Alberta",48820,Percentage of taxfilers in apartments,v61488598,138.1,6
2012,"Okotoks, Alberta",48820,Percentage of taxfilers in apartments,v61488598,138.1,6
2011,"Okotoks, Alberta",48820,Number of persons,v61488599,138.11,29540
2012,"Okotoks, Alberta",48820,Number of persons,v61488599,138.11,30790
2011,"Okotoks, Alberta",48820,Percentage of persons aged 0 to 24 years,v61488600,138.13,37
2012,"Okotoks, Alberta",48820,Percentage of persons aged 0 to 24 years,v61488600,138.13,37
2011,"Okotoks, Alberta",48820,Percentage of persons aged 25 to 44 years,v61488601,138.14,29
2012,"Okotoks, Alberta",48820,Percentage of persons aged 25 to 44 years,v61488601,138.14,29
2011,"Okotoks, Alberta",48820,Percentage of persons aged 45 to 64 years,v61488602,138.15,26
2012,"Okotoks, Alberta",48820,Percentage of persons aged 45 to 64 years,v61488602,138.15,25
2011,"Okotoks, Alberta",48820,Percentage of persons aged 65 years and over,v61488603,138.16,9
2012,"Okotoks, Alberta",48820,Percentage of persons aged 65 years and over,v61488603,138.16,9
2011,"Okotoks, Alberta",48820,Average age of persons (years),v61488604,138.17,34
2012,"Okotoks, Alberta",48820,Average age of persons (years),v61488604,138.17,34
2011,"Okotoks, Alberta",48820,"Percentage of persons, female",v61488605,138.18,50
2012,"Okotoks, Alberta",48820,"Percentage of persons, female",v61488605,138.18,50
2011,"Okotoks, Alberta",48820,"Percentage of persons, married",v61488606,138.19,45
2012,"Okotoks, Alberta",48820,"Percentage of persons, married",v61488606,138.19,45
2011,"Okotoks, Alberta",48820,Percentage of persons in apartments,v61488607,138.2,5
2012,"Okotoks, Alberta",48820,Percentage of persons in apartments,v61488607,138.2,5
2011,"Okotoks, Alberta",48820,Number of persons with total income,v61488608,138.21,20820
2012,"Okotoks, Alberta",48820,Number of persons with total income,v61488608,138.21,21730
2011,"Okotoks, Alberta",48820,"Percentage of persons with total income $15,000 and over",v61488609,138.22,80
2012,"Okotoks, Alberta",48820,"Percentage of persons with total income $15,000 and over",v61488609,138.22,81
2011,"Okotoks, Alberta",48820,"Percentage of persons with total income $25,000 and over",v61488610,138.23,67
2012,"Okotoks, Alberta",48820,"Percentage of persons with total income $25,000 and over",v61488610,138.23,68
2011,"Okotoks, Alberta",48820,"Percentage of persons with total income $35,000 and over",v61488611,138.24,56
2012,"Okotoks, Alberta",48820,"Percentage of persons with total income $35,000 and over",v61488611,138.24,58
2011,"Okotoks, Alberta",48820,"Percentage of persons with total income $50,000 and over",v61488612,138.25,43
2012,"Okotoks, Alberta",48820,"Percentage of persons with total income $50,000 and over",v61488612,138.25,45
2011,"Okotoks, Alberta",48820,"Percentage of persons with total income $75,000 and over",v61488613,138.26,26
2012,"Okotoks, Alberta",48820,"Percentage of persons with total income $75,000 and over",v61488613,138.26,28
2011,"Okotoks, Alberta",48820,"Percentage of persons with total income $100,000 and over",v61488614,138.27,15
